311831,311832,311844,311847,311864,311903,311930,311973,311974,312010,312011,312012,312098,312099,312103,312104,312105,312108,312132,312133,312134,312139,312141,312142,312188,312189,312236,312247,312264,312265,312326,312327,312343,312344,312345,312346,312347,312382,312383,312386,312387,312388,312420,312421,312422,312423,312424,312425,312426,312427,312439,312440,312513,312514,312515,312517,312518,312519,312520,312521,312523,312524,312525,312526,312527,312528,312529,312562,312563,312564,312566,312569,312648,312649,312650,312651,312652,312689,312692,312694,312706,312709,312745,312746,312757,312758,312771,312772,312773,312782,312804,312805,312807,312808,312857,312865,312895,312896,312897,312898,312899,312900,312901,312940,312941,312942,312943,312944,312945,312946,312947,313000,313001,313002,313003,313004,313005,313006,313007,313010,313011,313012,313035,313036,313038,313054,313055,313056,313080,313081,313082,313083,313084,313111,313112,313113,313114,313115,313132,313133,313144,313166,313172,313178,313184,313190,313197,313204,313339,313344,313349
0.0,0.0,8672.0,10456.6,10049.5,31330.6,31329.0,28427.7,28427.7,31594.3,31594.3,31594.3,30215.5,30215.5,36611.0,36611.0,36611.0,32909.2,0.0,10453.4,8672.0,28980.2,28980.2,31241.2,35399.7,35438.2,36179.7,36337.2,47510.1,47510.1,36317.9,36322.8,35371.0,35391.9,35204.0,40321.7,40321.7,23072.1,23072.1,23878.7,23878.7,24530.2,26049.8,25566.8,26461.4,26464.6,26388.8,25002.0,25008.4,24935.9,35710.0,35721.1,25829.8,26726.2,26726.2,26368.9,26497.1,26368.9,27045.2,27045.2,27994.6,25238.0,28447.3,28447.3,25332.5,25332.5,25332.5,27204.8,27225.8,31745.7,29218.2,29185.4,20819.6,20819.6,20819.6,21001.4,21009.5,31694.9,31694.9,32635.5,32580.9,32497.2,33064.3,33064.3,39574.7,39574.7,39435.3,39435.3,39435.3,37374.3,38044.9,38044.9,38522.5,38565.5,37987.6,35660.7,39377.9,40130.2,40148.1,40591.3,40583.2,45373.1,45373.1,41685.7,41685.7,45063.3,45093.5,43283.5,43283.5,47698.9,47698.9,47289.9,47289.9,47289.9,49198.9,49198.9,49046.3,49046.3,49046.3,50675.4,50710.6,50619.3,48638.1,48590.1,53644.4,55745.7,55881.6,55935.3,56469.9,56654.8,60236.4,60238.0,60040.7,37502.4,37529.7,37484.7,37786.5,37778.6,39736.7,39739.9,29542.3,18098.1,17203.8,18018.1,43685.3,16543.8,39036.4,40646.8,65662.9,62207.0,69183.9
0.0,0.0,8672.0,10456.6,10049.5,31330.6,31329.0,28427.7,28427.7,31594.3,31594.3,31594.3,30215.5,30215.5,36611.0,36611.0,36611.0,32909.2,0.0,10453.4,8672.0,28980.2,28980.2,31241.2,35399.7,35438.2,36179.7,36337.2,47510.1,47510.1,36317.9,36322.8,35371.0,35391.9,35204.0,40321.7,40321.7,23072.1,23072.1,23878.7,23878.7,24530.2,26049.8,25566.8,26461.4,26464.6,26388.8,25002.0,25008.4,24935.9,35710.0,35721.1,25829.8,26726.2,26726.2,26368.9,26497.1,26368.9,27045.2,27045.2,27994.6,25238.0,28447.3,28447.3,25332.5,25332.5,25332.5,27204.8,27225.8,31745.7,29218.2,29185.4,20819.6,20819.6,20819.6,21001.4,21009.5,31694.9,31694.9,32635.5,32580.9,32497.2,33064.3,33064.3,39574.7,39574.7,39435.3,39435.3,39435.3,37374.3,38044.9,38044.9,38522.5,38565.5,37987.6,35660.7,39377.9,40130.2,40148.1,40591.3,40583.2,45373.1,45373.1,41685.7,41685.7,45063.3,45093.5,43283.5,43283.5,47698.9,47698.9,47289.9,47289.9,47289.9,49198.9,49198.9,49046.3,49046.3,49046.3,50675.4,50710.6,50619.3,48638.1,48590.1,53644.4,55745.7,55881.6,55935.3,56469.9,56654.8,60236.4,60238.0,60040.7,37502.4,37529.7,37484.7,37786.5,37778.6,39736.7,39739.9,29542.3,18098.1,17203.8,18018.1,43685.3,16543.8,39036.4,40646.8,65662.9,62207.0,69183.9
5152.9,5152.9,0.0,1784.7,1377.5,22658.7,22657.0,19755.7,19755.7,22922.4,22922.4,22922.4,21543.5,21543.5,27939.0,27939.0,27939.0,24237.2,5152.9,1781.4,0.0,20308.2,20308.2,22569.2,26727.7,26766.3,27507.7,27665.2,38838.1,38838.1,27645.9,27650.8,26699.0,26719.9,26532.1,31649.7,31649.7,16032.4,16032.4,15206.8,15206.8,15858.2,17377.9,16894.8,17789.4,17792.6,17716.8,16330.0,16336.4,16263.9,27038.0,27049.2,17157.8,18054.2,18054.2,17696.9,17825.1,17696.9,18373.2,18373.2,19322.6,16566.0,19775.3,19775.3,16660.5,16660.5,16660.5,18532.8,18553.8,23073.7,20546.3,20513.4,13779.9,13779.9,13779.9,13961.7,13969.8,23022.9,23022.9,23963.5,23908.9,23825.2,24392.3,24392.3,30902.7,30902.7,30763.3,30763.3,30763.3,28702.3,29372.9,29372.9,29850.5,29893.5,29315.6,26988.7,30705.9,31458.2,31476.1,31919.3,31911.2,36701.2,36701.2,33013.7,33013.7,36391.3,36421.5,34611.5,34611.5,39026.9,39026.9,38617.9,38617.9,38617.9,40527.0,40527.0,40374.3,40374.3,40374.3,42003.4,42038.6,41947.3,39966.2,39918.1,44972.4,47073.7,47209.7,47263.4,47797.9,47982.8,51564.4,51566.1,51368.8,28830.4,28857.7,28812.8,29114.5,29106.6,31064.7,31067.9,20870.3,13881.0,10164.1,10978.4,35013.4,12326.6,30364.4,31974.8,56990.9,53535.0,60511.9
11373.7,11373.7,20045.7,0.0,13606.7,20874.0,20872.3,17971.0,17971.0,21137.7,21137.7,21137.7,19758.9,19758.9,26154.4,26154.4,26154.4,22452.6,11373.7,14010.6,20045.7,18523.6,18523.6,20784.5,24943.1,24981.6,25723.0,25880.5,37053.5,37053.5,25861.2,25866.1,24914.3,24935.3,24747.4,29865.0,29865.0,14579.3,14579.3,13422.1,13422.1,14073.5,15593.2,15110.1,16004.7,16007.9,15932.1,14545.4,14551.7,14479.3,25253.3,25264.5,15373.2,16269.5,16269.5,15912.2,16040.5,15912.2,16588.5,16588.5,17538.0,14781.4,17990.6,17990.6,14875.8,14875.8,14875.8,16748.1,16769.1,21289.0,18761.6,18728.7,17351.1,17351.1,17351.1,12508.6,12516.7,21238.2,21238.2,22178.9,22124.3,22040.5,22607.7,22607.7,29118.0,29118.0,28978.7,28978.7,28978.7,26917.7,27588.2,27588.2,28065.8,28108.8,27530.9,25204.1,28921.2,29673.6,29691.4,30134.7,30126.5,34916.5,34916.5,31229.0,31229.0,34606.7,34636.9,32826.9,32826.9,37242.2,37242.2,36833.3,36833.3,36833.3,38742.3,38742.3,38589.6,38589.6,38589.6,40218.7,40253.9,40162.7,38181.5,38133.4,43187.7,45289.1,45425.0,45478.7,46013.2,46198.1,49779.8,49781.4,49584.1,27045.8,27073.0,27028.1,27329.8,27321.9,29280.1,29283.3,19085.6,20199.8,16567.4,17381.7,33228.7,18645.4,28579.7,30190.1,55206.2,51750.3,58727.2
11780.9,11780.9,20452.8,407.1,0.0,21281.1,21279.5,18378.1,18378.1,21544.8,21544.8,21544.8,20166.0,20166.0,26561.5,26561.5,26561.5,22859.7,11780.9,403.9,20452.8,18930.7,18930.7,21191.7,25350.2,25388.7,26130.1,26287.7,37460.6,37460.6,26268.4,26273.3,25321.5,25342.4,25154.5,30272.2,30272.2,14986.4,14986.4,13829.2,13829.2,14480.7,16000.3,15517.3,16411.9,16415.1,16339.3,14952.5,14958.9,14886.4,25660.5,25671.6,15780.3,16676.7,16676.7,16319.4,16447.6,16319.4,16995.7,16995.7,17945.1,15188.5,18397.8,18397.8,15283.0,15283.0,15283.0,17155.2,17176.3,21696.1,19168.7,19135.9,17758.2,17758.2,17758.2,12915.7,12923.8,21645.4,21645.4,22586.0,22531.4,22447.7,23014.8,23014.8,29525.2,29525.2,29385.8,29385.8,29385.8,27324.8,27995.4,27995.4,28472.9,28516.0,27938.0,25611.2,29328.4,30080.7,30098.6,30541.8,30533.7,35323.6,35323.6,31636.2,31636.2,35013.8,35044.0,33234.0,33234.0,37649.4,37649.4,37240.4,37240.4,37240.4,39149.4,39149.4,38996.8,38996.8,38996.8,40625.8,40661.1,40569.8,38588.6,38540.5,43594.9,45696.2,45832.1,45885.8,46420.4,46605.3,50186.9,50188.5,49991.2,27452.9,27480.2,27435.2,27737.0,27729.1,29687.2,29690.4,19492.8,20606.9,16974.5,17788.8,33635.8,19052.6,28986.8,30597.2,55613.4,52157.5,59134.4
20689.7,20689.7,29361.7,23329.8,22922.7,0.0,6997.0,947.0,947.0,7279.3,7279.3,7279.3,2734.9,2734.9,9130.4,9130.4,9130.4,5428.6,20689.7,23326.5,29361.7,1499.6,1499.6,6926.2,7919.1,7957.6,8699.0,8856.5,20029.5,20029.5,12104.6,12109.5,11157.7,11178.6,10990.8,13010.6,13010.6,18534.0,18534.0,14988.9,14988.9,15640.3,12076.8,16676.9,17571.5,17574.7,17498.9,11430.5,11436.9,11364.4,11496.7,11507.9,12258.3,13154.7,13154.7,8425.2,8553.4,8425.2,9527.7,9527.7,10477.1,7294.3,10929.8,10929.8,7734.0,7734.0,7734.0,9606.3,9627.3,4265.0,6464.6,6431.7,21206.4,21206.4,21206.4,16463.4,16471.5,4214.2,4214.2,5154.9,5100.3,5016.5,5583.7,5583.7,12094.0,12094.0,11954.7,11954.7,11954.7,9893.7,10564.2,10564.2,11041.8,11084.8,10506.9,8180.1,11897.3,12649.6,12667.4,13110.7,13102.5,17892.5,17892.5,14205.0,14205.0,17582.7,17612.9,15802.9,15802.9,20218.2,20218.2,19809.3,19809.3,19809.3,21718.3,21718.3,21565.6,21565.6,21565.6,23194.7,23229.9,23138.7,21157.5,21109.4,26163.7,28265.1,28401.0,28454.7,28989.2,29174.1,32755.8,32757.4,32560.1,13289.1,13316.4,13271.5,13573.2,13565.3,12531.9,12535.1,6843.6,24055.1,20422.7,21237.0,16204.7,22500.7,11555.7,13166.1,38182.2,34726.3,41703.3
20691.4,20691.4,29363.3,23331.5,22924.3,1.7,0.0,948.7,948.7,7281.0,7281.0,7281.0,2736.5,2736.5,9132.1,9132.1,9132.1,5430.2,20691.4,23328.2,29363.3,1501.2,1501.2,6927.8,7920.7,7959.3,8700.7,8858.2,20031.1,20031.1,12106.3,12111.1,11159.4,11180.3,10992.4,13012.2,13012.2,18535.7,18535.7,14990.5,14990.5,15641.9,12078.4,16678.5,17573.1,17576.4,17500.6,11432.2,11438.6,11366.1,11498.3,11509.5,12260.0,13156.4,13156.4,8426.9,8555.1,8426.9,9529.3,9529.3,10478.8,7296.0,10931.4,10931.4,7735.7,7735.7,7735.7,9608.0,9629.0,4266.7,6466.3,6433.4,21208.0,21208.0,21208.0,16465.1,16473.1,4215.9,4215.9,5156.5,5101.9,5018.2,5585.3,5585.3,12095.7,12095.7,11956.3,11956.3,11956.3,9895.4,10565.9,10565.9,11043.5,11086.5,10508.6,8181.7,11898.9,12651.2,12669.1,13112.3,13104.2,17894.2,17894.2,14206.7,14206.7,17584.3,17614.6,15804.5,15804.5,20219.9,20219.9,19811.0,19811.0,19811.0,21720.0,21720.0,21567.3,21567.3,21567.3,23196.4,23231.6,23140.3,21159.2,21111.1,26165.4,28266.7,28402.7,28456.4,28990.9,29175.8,32757.4,32759.1,32561.8,13290.8,13318.1,13273.1,13574.9,13566.9,12533.5,12536.7,6845.2,24056.8,20424.3,21238.6,16206.4,22502.4,11557.4,13167.8,38183.9,34728.0,41704.9
22988.6,22988.6,31660.5,25628.6,25221.5,11728.2,11726.6,0.0,0.0,6332.3,6332.3,6332.3,1787.8,1787.8,8183.4,8183.4,8183.4,4481.6,22988.6,25625.4,31660.5,552.6,552.6,5979.1,6972.1,7010.6,7752.0,7909.5,19082.4,19082.4,14620.2,14625.1,13673.3,13694.3,13506.4,15544.3,15544.3,17587.0,17587.0,14041.8,14041.8,14693.3,11129.7,15729.9,16624.5,16627.7,16551.9,10483.5,10489.9,10417.4,14012.3,14023.5,11311.3,12207.7,12207.7,7478.2,7606.4,7478.2,8580.7,8580.7,9530.1,6347.3,9982.8,9982.8,6787.0,6787.0,6787.0,8659.3,8680.3,3318.0,5517.6,5484.7,20259.4,20259.4,20259.4,15516.4,15524.4,3267.2,3267.2,4207.9,4153.2,4069.5,4636.7,4636.7,11147.0,11147.0,11007.6,11007.6,11007.6,8946.7,9617.2,9617.2,10094.8,10137.8,9559.9,7233.0,10950.2,11702.6,11720.4,12163.6,12155.5,16945.5,16945.5,13258.0,13258.0,16635.7,16665.9,14855.8,14855.8,19271.2,19271.2,18862.3,18862.3,18862.3,20771.3,20771.3,20618.6,20618.6,20618.6,22247.7,22282.9,22191.7,20210.5,20162.4,25216.7,27318.0,27454.0,27507.7,28042.2,28227.1,31808.7,31810.4,31613.1,15804.7,15832.0,15787.1,16088.8,16080.9,15065.6,15068.8,5896.5,23108.1,19475.6,20289.9,15257.7,21553.7,10608.7,12219.1,37235.2,33779.3,40756.2
22988.6,22988.6,31660.5,25628.6,25221.5,11728.2,11726.6,0.0,0.0,6332.3,6332.3,6332.3,1787.8,1787.8,8183.4,8183.4,8183.4,4481.6,22988.6,25625.4,31660.5,552.6,552.6,5979.1,6972.1,7010.6,7752.0,7909.5,19082.4,19082.4,14620.2,14625.1,13673.3,13694.3,13506.4,15544.3,15544.3,17587.0,17587.0,14041.8,14041.8,14693.3,11129.7,15729.9,16624.5,16627.7,16551.9,10483.5,10489.9,10417.4,14012.3,14023.5,11311.3,12207.7,12207.7,7478.2,7606.4,7478.2,8580.7,8580.7,9530.1,6347.3,9982.8,9982.8,6787.0,6787.0,6787.0,8659.3,8680.3,3318.0,5517.6,5484.7,20259.4,20259.4,20259.4,15516.4,15524.4,3267.2,3267.2,4207.9,4153.2,4069.5,4636.7,4636.7,11147.0,11147.0,11007.6,11007.6,11007.6,8946.7,9617.2,9617.2,10094.8,10137.8,9559.9,7233.0,10950.2,11702.6,11720.4,12163.6,12155.5,16945.5,16945.5,13258.0,13258.0,16635.7,16665.9,14855.8,14855.8,19271.2,19271.2,18862.3,18862.3,18862.3,20771.3,20771.3,20618.6,20618.6,20618.6,22247.7,22282.9,22191.7,20210.5,20162.4,25216.7,27318.0,27454.0,27507.7,28042.2,28227.1,31808.7,31810.4,31613.1,15804.7,15832.0,15787.1,16088.8,16080.9,15065.6,15068.8,5896.5,23108.1,19475.6,20289.9,15257.7,21553.7,10608.7,12219.1,37235.2,33779.3,40756.2
