40041,HHW006,53004,MUB001,22001,02393,100001,50240,66249,53005,33014,23067,50260,34016,28008,34028,87001,74229,72027,32029,24021,02413,10011,68025,18011,74228,57025
0.0,267446.0,32109.0,630534.2,27476.0,19866.6,28565.8,29143.2,23911.4,30375.7,27313.7,14324.1,23565.6,34593.8,15608.2,34866.3,59458.5,29677.9,35625.7,23507.9,12176.2,20052.6,21336.0,26535.0,10436.4,0,39689.5
250762.1,0.0,268015.2,380113.3,272512.7,263344.5,236955.6,249845.0,241051.6,266281.9,271521.6,258957.9,257220.9,279630.5,251514.4,279903.0,266659.0,264592.6,267065.6,267715.8,248319.0,264260.5,267964.2,248256.0,255071.6,0,280156.8
30854.0,283591.7,0.0,646679.8,17150.9,20270.9,35791.2,22301.2,28012.3,2310.0,11047.3,24964.8,15124.4,19212.9,17056.4,24541.2,57407.0,10673.6,22965.9,11628.6,21684.7,18911.0,21756.9,25697.1,24559.5,0,13566.3
629737.9,378975.8,646991.0,0.0,651488.5,642320.4,615931.4,628820.8,620027.4,645257.7,650497.4,637933.7,636196.8,658606.4,630490.2,658878.9,645634.8,643568.4,646041.5,646691.7,627294.8,643236.3,646940.0,627231.8,634047.4,0,659132.6
26775.0,288162.4,14433.0,651250.5,0.0,7455.2,42197.1,30170.7,36159.2,16428.2,7268.6,19050.5,21468.3,8074.5,22995.0,8347.1,64323.7,18543.1,30835.5,11063.7,21180.8,12986.5,8941.1,31400.2,15980.8,0,15080.5
19778.5,279675.0,17819.9,642763.1,7859.3,0.0,36329.7,28141.0,30291.7,19815.1,10655.4,10563.1,22563.3,14977.1,17127.5,15249.6,58456.2,21929.9,34222.3,10769.8,15313.4,7119.0,1726.4,25532.7,8984.2,0,20072.8
28371.4,252911.3,34831.7,615999.5,41208.0,35334.2,0.0,12889.4,5026.2,33098.5,36680.9,36235.5,21095.1,48325.8,21923.9,48598.3,36016.8,23546.7,23077.7,32224.2,18833.4,32955.8,36659.4,11300.4,32681.0,0,46973.3
30796.3,264607.6,23753.2,627695.8,31706.0,30409.0,13490.0,0.0,11207.4,22019.9,25602.4,31310.3,10363.4,38823.9,16998.7,39096.4,35622.5,14163.5,11903.6,21125.1,21627.0,28030.6,31734.2,3396.0,30905.0,0,35894.8
23873.2,257123.7,30217.3,620211.9,35855.0,29981.2,7075.6,11377.1,0.0,28484.0,30183.3,30882.5,15742.1,42972.8,11199.8,43245.3,38721.1,19528.8,21565.5,26871.2,15469.3,27602.8,31306.4,10353.2,30477.2,0,42358.9
28544.0,281281.6,3866.5,644369.8,14840.9,17960.9,33481.1,19991.1,25702.3,0.0,8737.2,22654.8,12814.4,21958.7,14746.3,22231.2,55096.9,8363.5,20655.9,9318.6,19374.7,16601.0,19446.9,23387.1,22249.5,0,16008.1
